5000 300000
2013 4461 250
2822 3685 203
4148 4639 117
2385 2781 -76
2606 3296 9
3481 3996 187
3491 3527 119
4032 4622 201
253 587 211
708 3839 12
428 4966 -11
2153 2991 1
681 3208 57
2000 4219 64
1487 4814 56
2268 3684 -49
2359 4039 30
1998 3929 60
2914 3238 244
27 2325 133
2466 4595 13
263 4700 101
748 2596 6
800 4018 -148
1086 2070 177
2843 4304 10
632 2461 -77
648 1178 119
2671 2793 227
62 2144 65
876 1388 101
503 3936 248
1189 1418 -39
90 3483 161
1247 2934 213
447 1495 144
1093 4306 -40
354 1414 46
1924 1938 228
1771 4359 85
1021 4135 -70
932 3042 100
1658 2474 -98
1356 3835 100
1186 4280 -35
835 1393 48
80 97 114
2363 2549 -27
3036 3060 -88
1205 2065 243
1202 3146 -18
3390 3577 -16
2765 4817 -19
194 1445 72
179 4998 -116
175 1968 70
1385 3314 41
186 4787 9
2238 4275 108
2267 2406 -41
1179 3498 225
920 3457 95
1465 2975 126
3574 4652 18
490 1874 -22
1462 4741 22
1030 2302 32
1704 3486 -104
3476 4921 -128
4146 4178 -8
868 1837 -31
242 3270 146
358 4566 -20
350 2294 -34
1290 1738 126
1881 2676 86
1926 2321 175
2063 4499 -118
2847 3980 -121
3541 3707 -115
680 1439 -7
1618 2453 121
2062 2233 56
2366 3876 -145
3482 4387 -101
2008 3983 -29
759 1560 134
796 2347 108
965 1010 -21
1049 4500 -117
1563 2247 31
138 2828 30
3525 3671 226
808 3126 3
2136 2451 130
2373 4315 -83
2178 3331 -99
2473 3565 90
1465 2704 -50
507 4190 155
1262 2774 168
331 4833 206
1278 1615 212
1946 3827 195
1209 3608 -62
1253 3699 -71
725 4967 230
452 2913 -110
2439 3209 -8
1839 3964 199
2467 3713 -120
1220 4036 202
3432 3477 197
3135 3554 -112
1637 3650 -52
256 2200 -133
357 3752 -30
1930 2960 49
1186 2629 55
192 869 123
978 1675 -5
1214 1907 186
1690 2313 107
1656 3807 120
1350 4940 164
471 1000 178
2669 3167 140
508 4647 60
2671 2918 210
2332 4733 -30
846 1513 91
218 4551 -98
1060 1698 128
938 4030 84
3800 4325 -17
767 2686 190
1221 4278 211
1339 4445 -69
2257 3684 152
653 1672 211
2033 4369 -6
2075 2726 186
2397 2762 -8
2982 4084 154
2432 3533 -4
1832 4954 137
2282 4731 123
1842 2983 96
78 2448 -134
1365 1717 -127
273 4312 -130
660 1647 62
762 2600 -109
1788 4958 -83
2648 3739 76
2056 3769 229
2235 2713 -149
1344 4293 41
236 1012 -78
2764 3446 154
3054 4246 -24
414 998 -108
1475 2570 -102
1987 3266 207
3930 4679 -131
2981 4471 22
754 3413 233
775 1862 186
1986 2550 179
39 1894 138
176 4343 60
633 3308 -2
58 4047 82
1515 1932 145
1779 4565 -94
3869 4797 207
256 3932 169
154 4135 29
66 766 -68
2551 2977 249
283 308 -7
1624 4548 -126
1542 2994 82
2685 4157 187
3858 4001 -22
1691 2685 50
346 2878 5
2748 4701 -13
1559 2628 146
1509 4424 59
1752 2031 138
527 3198 -34
372 3125 -141
1244 1809 164
1873 2747 23
1617 3726 -114
2279 3080 87
641 2874 -123
739 4407 250
992 4189 -132
1047 4486 140
2299 3172 160
3766 4272 -115
1608 4208 51
3069 4649 97
90 3149 -140
4072 4169 21
2223 4057 191
1322 2911 150
599 4669 -34
2352 3026 -19
747 2321 115
996 3988 239
3062 3779 -14
830 3429 -9
2099 3486 -117
1720 2723 214
3873 4420 -85
2991 3099 148
34 4746 27
2029 2828 150
614 1762 -70
2923 4354 -59
2002 3823 214
3211 4353 59
4131 4483 -47
52 4067 10
243 2988 5
1942 4686 192
3565 4900 -103
1334 4514 51
534 1039 -100
2582 2596 160
750 3387 228
1393 3439 45
1506 2468 89
1995 4335 148
2981 3340 68
1990 3332 -113
670 4835 -88
2957 4558 -119
1941 2057 180
714 1484 231
1405 2061 47
982 1660 99
2829 3425 41
4096 4241 224
2968 3354 -49
1510 3589 66
2906 2989 76
1281 4472 -36
1567 3221 -86
2496 4340 -4
515 716 -131
3461 4140 101
1137 4781 123
2201 4267 204
1508 2622 113
1274 3869 48
2454 4457 -73
119 964 -53
1551 2018 241
1701 3183 -11
3316 4784 80
1371 1799 1
89 1888 -93
64 2373 181
2579 3805 48
910 984 180
4241 4263 209
1805 2701 5
2607 2944 -143
173 2536 242
1178 2066 187
351 3480 162
2726 3166 -98
2549 4667 76
422 4455 97
2539 4264 187
68 2775 119
1240 1572 -139
1013 2807 -84
3091 4044 196
1533 4630 218
2188 2503 62
4552 4617 -132
2240 4145 -114
2658 2736 -15
4019 4101 10
1360 4909 217
969 3678 128
483 917 91
1611 3202 50
306 4085 -41
467 2738 200
3543 4032 -130
383 1237 108
1057 4098 -21
2748 4253 -127
2480 4526 119
1396 3908 -59
3711 4933 -13
329 3803 250
2352 2573 244
1169 3998 52
2585 3630 172
1571 4554 5
1299 2637 134
3186 4633 17
1433 3498 -19
821 4591 240
28 1700 62
2182 4093 -42
3156 3505 149
3455 4993 -81
2249 2377 236
1476 4346 163
2213 2794 106
1194 3979 83
305 4292 150
1621 4205 71
434 2510 19
447 3897 -89
1778 4309 -26
855 2697 235
1650 1935 -86
992 4144 241
3193 4023 127
2223 3645 -118
3932 4583 20
829 3659 -132
686 4574 125
3626 4552 81
1030 2901 -44
2480 3116 195
2880 3826 -32
837 1661 248
2190 2852 26
3240 4514 209
949 2847 208
903 2337 33
401 3016 83
769 2058 235
3706 3840 -70
3154 4597 177
3996 4048 114
1838 4352 49
1549 4514 176
3634 4490 242
777 4837 194
466 3638 133
4559 4568 -66
172 2710 151
2116 4209 25
3120 4891 228
1857 3361 230
360 4315 87
1266 1494 -37
3746 4716 123
3201 4077 -113
1595 4502 -141
3809 4161 -135
349 3619 130
816 1684 121
526 4180 -40
1994 3036 20
152 3228 -136
291 855 104
962 2400 -53
684 2337 -41
3253 4772 -94
3586 4182 -72
1236 4802 -71
2048 4938 210
2786 4600 23
1532 2626 96
79 1040 -11
1743 3443 242
624 3929 66
1772 3602 -136
1737 2255 249
1548 4848 -34
922 4768 -3
2170 2418 179
1266 2359 69
2034 3446 71
1269 4005 -79
680 3873 36
2357 3108 86
444 1657 67
931 1252 161
351 3965 151
739 2269 -120
1284 3772 127
1988 4218 -21
3116 3739 -79
3926 4217 15
526 1439 18
503 598 -96
599 3977 101
1063 4791 115
486 4490 214
3035 4416 -29
3753 4048 54
1642 3569 163
526 3175 181
2644 2816 -114
828 1176 -63
3595 4883 156
452 986 -6
326 2899 61
843 3534 243
220 2507 -53
362 923 174
2385 4575 173
425 2437 -95
3124 3147 88
1762 3601 41
2510 4766 -5
2184 2747 -131
3242 3876 162
1841 4943 129
3126 3255 -78
3542 4799 76
213 1655 15
2894 4623 3
3138 4314 -124
3 2819 125
2277 3747 -87
666 918 108
1951 4150 127
2236 4881 231
2613 3438 -44
104 1185 197
2602 2925 103
1694 3532 18
2105 3838 -135
2075 3318 -149
1516 3193 74
1309 3383 198
1888 3041 247
152 973 183
2448 4351 143
1727 2998 8
2215 3502 181
1987 4431 101
3437 4229 -91
351 1041 -79
4312 4369 72
3735 4162 -120
4477 4681 -101
2010 4645 135
247 3296 126
2379 4639 4
276 1938 -7
395 1407 94
4407 4688 219
3625 4264 -102
2774 3880 204
1788 2992 -58
1328 3491 175
727 1613 -94
717 3678 223
3499 4903 209
2863 3642 166
4209 4365 173
2084 2574 20
2572 3574 26
2328 4104 107
199 542 54
2879 4200 -90
1958 4557 -27
875 1769 -104
1424 4506 -148
1722 4959 181
677 4482 84
2002 3469 84
114 1111 57
886 3114 26
1780 2467 170
114 830 174
1043 3663 58
799 1859 103
1346 3469 -57
2644 3790 -114
671 4285 76
95 3846 193
351 3289 215
2092 2934 -128
69 4379 171
2499 4899 -7
3681 4455 -28
914 2466 172
1727 2294 -15
875 1947 237
2043 2426 -80
2968 2972 205
279 4699 8
2888 4053 -82
1993 3613 169
302 571 39
1753 3372 234
3026 4869 147
1619 2662 -10
2448 3924 54
1362 4401 -18
1611 4729 217
3380 4595 -115
62 2536 -66
3172 3609 -36
1493 4343 -141
4144 4786 -148
597 2572 18
3228 4927 -136
317 4154 185
3075 4633 -127
1234 2249 76
440 3969 244
3139 3563 -30
124 1923 97
1210 2418 160
1923 3615 -67
944 1429 101
2451 2522 -2
2225 2483 108
1847 4944 142
1091 4759 66
1188 4508 -108
568 3325 126
1222 2649 72
2736 3465 208
915 994 136
1640 3582 -130
1238 2780 -10
3719 4914 210
275 3324 -105
916 2400 103
2555 4144 237
2136 2253 -37
1460 4599 240
85 1904 -121
893 1326 185
865 4050 199
1759 2982 100
1361 3880 -53
216 3275 10
1610 2348 -121
1038 4507 167
1307 2306 -148
1975 4399 -32
2891 3200 -1
610 3572 10
2485 2581 -86
3881 4546 -44
139 525 226
1689 2783 144
941 1166 119
3289 4240 160
875 4968 -11
2260 2340 114
340 2873 151
2962 4991 134
69 350 102
33 3184 226
2139 4230 205
2438 4121 6
1277 2512 51
2846 4236 10
250 1734 26
560 2053 -68
142 4236 -68
2628 3627 -126
1939 2899 97
3436 4044 -66
533 2310 48
1228 3349 188
1070 4814 178
2240 2805 -2
3809 4601 -8
636 3030 19
614 2930 65
2914 4886 -123
2571 4166 -148
1221 3503 151
1460 2714 -13
717 1333 169
453 3047 67
207 2420 2
505 1456 113
4112 4183 92
108 3235 -4
2530 3937 72
585 3243 132
3476 3664 192
3451 3994 -91
4656 4875 83
1067 2094 -16
1502 3855 -149
1583 3056 4
1025 3352 42
4165 4408 -26
738 2096 -3
432 1699 -68
1969 2988 -6
2304 3644 -143
487 4297 -133
2550 3844 5
2399 4059 11
2595 3724 30
247 2835 104
3722 3987 178
2006 3647 180
2852 4034 -69
3140 4294 40
2153 3632 -85
3915 4554 -27
1507 2804 225
3502 4893 0
4323 4829 14
3690 4430 -80
71 4853 48
1068 1454 69
213 3323 27
884 3125 229
3855 4705 61
1449 1508 217
1984 2802 15
669 2472 199
2472 3429 121
3020 3215 -55
617 1796 -24
3362 4078 -52
61 566 -102
489 4546 238
386 4594 15
292 1123 25
378 1682 120
923 1504 -31
1461 4578 -41
3202 4422 -3
167 1894 -105
3355 4358 152
728 3041 146
1523 3779 -129
63 4491 -103
2351 2806 89
1137 2528 -69
1231 2220 38
2208 3028 43
782 1961 -140
513 3762 156
1100 2923 19
151 4923 -133
803 3814 -36
3457 4832 -21
86 3640 -66
2623 3130 75
2851 4412 237
752 826 -102
1053 4161 163
112 2034 123
1659 2870 -120
225 4957 93
44 3931 16
3745 4252 109
307 3463 124
2198 2634 -128
2671 4082 33
2207 3105 -65
4624 4698 223
881 2519 86
172 4164 145
875 4112 18
305 1221 -121
4312 4851 178
492 1147 104
898 3402 42
4319 4370 -10
590 2546 -64
2034 3743 170
1217 2272 44
2609 2643 248
1614 1755 36
1766 2625 134
2003 2911 5
76 3980 158
897 3691 -49
1579 2728 137
3041 4231 34
2054 4442 23
1377 3925 178
993 4312 173
682 3387 240
851 4660 84
1283 3694 47
310 1754 65
1627 2071 34
38 2813 94
1482 1790 99
2974 4857 176
776 2270 -40
749 3688 81
2746 3678 241
3124 4727 38
382 2033 139
338 419 -23
121 1265 97
1561 2459 -34
1006 1019 62
3203 3524 -35
324 3222 81
742 3874 -88
4160 4912 -81
104 3779 144
2482 3856 91
1254 1935 2
86 2787 18
3736 4951 -62
2137 2360 -71
270 1624 -77
2724 2938 -136
674 4866 155
1460 3147 -29
994 2679 135
4601 4911 105
1449 1752 244
1630 2918 242
2497 3504 6
3627 4165 -60
2721 3228 162
1611 1918 6
1595 3268 207
561 2022 205
60 4191 -144
3598 4866 225
3110 4081 31
473 4421 -109
550 1546 -18
243 440 45
3007 4230 1
1350 3214 177
2418 2996 158
1359 1403 63
2844 4019 222
2238 3085 213
541 2581 34
386 2835 -93
748 1408 47
4555 4941 -150
3455 4669 -124
1135 4144 158
157 4724 -61
1370 3050 104
2986 3537 184
2441 4356 56
2000 4700 -135
3282 4508 -135
1684 2468 35
200 621 61
120 1111 220
3558 4724 -17
157 2008 91
1351 4045 -54
123 3723 80
179 2294 225
50 3452 41
2914 3251 -143
180 3969 125
1404 4133 -3
973 1079 89
1887 4027 33
4893 4965 58
366 2945 232
661 4817 145
2969 4173 -40
1326 2363 235
2332 2676 116
2118 3499 -129
766 3960 240
3390 3397 5
1031 1713 215
1218 3134 -107
669 1851 116
784 2606 -19
4193 4556 -91
2855 2973 26
3551 4441 1
2872 4189 -8
2837 4613 166
1485 2428 160
555 2947 36
2 4879 67
977 4642 102
924 1043 115
3450 4090 23
2608 2826 -126
187 3696 79
170 1236 119
2471 3367 -117
3910 4698 -93
489 1142 -102
1854 2006 -55
1873 4847 -134
1970 3698 -81
2969 3040 139
830 2370 -133
2940 3814 215
4074 4640 161
1399 4380 186
1962 2762 221
145 985 -123
608 4205 166
1138 3104 168
573 2959 155
2236 2840 -40
3679 4328 -110
1526 1774 234
521 3369 74
472 4229 -59
1232 4912 145
2363 4069 165
65 3951 174
3167 4070 68
742 836 153
1095 1816 -148
2252 3175 234
1530 2636 -102
1044 2386 232
24 3501 165
311 3164 87
2278 4229 96
4091 4524 -130
645 940 -130
450 2050 6
2333 4910 45
2466 4739 -104
1041 3458 205
3279 3927 -93
2756 3572 151
2925 3910 145
1736 4922 -81
1296 1959 -98
2342 2643 -72
1053 3362 180
2304 3873 -75
2039 3151 -24
314 2995 6
1060 1246 174
961 1233 215
772 3349 249
2987 4624 143
661 1950 213
2142 4336 224
3908 4204 -11
318 3445 207
3571 4248 77
241 3653 162
2287 3037 180
560 3065 38
147 1105 12
3445 3471 91
2366 2408 41
3301 4737 67
797 4049 -42
57 3182 211
345 2242 229
2764 3183 -148
545 1698 -134
1670 1701 -93
4096 4922 98
1340 1694 -134
2477 3053 90
2562 4135 80
1846 3025 125
2660 4057 -71
3341 4720 -147
1090 3451 67
1893 2172 -41
2925 3307 40
1464 3308 226
1286 4870 228
1451 1471 153
573 1546 -136
2073 3689 -93
3012 3501 -10
969 2450 109
1449 4253 -128
3196 3493 -77
3194 3903 -142
615 2942 223
1127 2295 163
1606 4133 -113
2146 2430 31
190 4233 164
3005 4631 201
828 4330 114
1185 1793 212
438 1580 -132
348 3055 -78
37 1196 33
3275 3603 64
4620 4638 -9
1552 4869 -64
3496 4052 27
767 2500 20
713 2403 61
3892 4884 243
1086 2397 179
3211 3355 170
842 2964 -46
2577 2982 85
3264 4607 -40
470 726 104
151 1339 219
1857 3552 -10
580 2292 209
2495 4939 123
3171 4496 -73
3143 4184 198
1834 3521 -2
1617 4702 -58
2334 3500 139
2422 3946 109
2259 3092 159
3425 4815 30
1436 2318 -149
1910 3292 155
3717 4796 76
134 4277 110
418 2446 152
2509 3887 226
595 3796 154
830 1349 158
2287 3103 -47
4236 4821 -92
2096 4972 18
56 2323 -82
2001 3756 155
2469 3502 -105
3287 3411 -14
1445 3732 237
1469 3949 123
1399 3477 133
1068 2709 102
2106 2569 -85
2777 3403 218
1236 4829 -5
1021 2491 -51
1222 2899 -32
3553 4437 80
2169 4268 155
1544 4501 -126
39 447 162
2155 4452 -35
1956 4675 -74
4356 4411 8
1792 4721 237
3038 3328 202
1047 1470 -11
2482 3496 0
1587 2656 166
2553 3893 -47
252 3748 97
1316 1725 35
1098 1644 -127
747 1909 87
3375 4415 151
1161 2311 39
3718 3898 111
458 4597 62
3685 4709 -18
166 4061 -126
2732 4140 146
1209 2999 -68
793 1236 218
447 4522 206
4824 4989 9
2554 4808 202
1116 4049 183
741 1462 -96
697 3163 -54
1152 4088 17
1231 4455 -86
1254 4544 -124
1368 2234 -90
3231 3372 141
1453 2333 53
537 3219 194
2288 4483 -131
3296 4145 243
954 4399 -117
609 4352 188
305 2484 -24
19 651 72
209 2196 111
4190 4204 -24
1806 3735 -44
2387 4512 189
2235 3935 74
1863 4966 129
1308 2769 -95
4081 4406 -16
1848 3994 227
1781 4304 28
2706 3668 21
3793 4435 -17
3522 4464 16
2198 4415 -18
3245 4299 176
724 3937 159
4091 4452 -29
375 3040 -52
201 4043 -104
637 2158 154
427 4430 16
784 4411 34
78 667 152
1767 4138 98
371 3745 63
682 840 225
1157 1899 66
2403 4942 24
1944 3858 -91
366 858 -130
3380 4350 132
2259 2298 25
1016 1743 57
1523 2906 85
2479 4332 94
1708 2011 72
2323 4225 -45
252 1517 2
4092 4233 -100
2823 4537 -6
3925 4707 18
3768 3816 125
905 2669 224
1838 3272 143
952 4207 249
1275 1461 24
241 3944 228
701 2029 -88
3844 4956 208
3584 3797 -140
811 4820 -44
133 891 -118
1182 2572 -9
822 3996 98
885 1134 -134
2998 3711 -49
2313 4804 -81
1044 1870 152
952 4259 26
2386 4548 -56
2257 2428 -84
114 825 61
319 2824 21
3183 4534 218
155 3279 -115
92 3781 180
3545 4454 -37
1019 1709 245
2398 3837 157
3537 4490 115
1264 2906 104
64 825 -142
3166 3467 -150
3794 4793 171
1064 1117 -127
389 1422 197
1480 3896 31
2589 2596 87
761 3393 236
1069 3587 6
264 1856 218
794 1110 -18
2025 4498 -78
3155 4967 -82
1492 4854 15
1388 4740 230
316 3336 36
3703 4495 116
490 2259 224
1663 3838 106
992 3674 231
294 1939 -150
3023 3779 -92
580 4598 248
145 175 27
1933 2780 -21
3869 4665 -70
2222 3742 -141
1028 3153 -48
428 3218 245
709 3358 -3
1075 4249 205
1004 1091 130
3621 4964 63
2190 3011 202
969 4975 -54
755 1532 -122
3287 3701 165
1033 3716 76
1489 1671 135
1034 4029 -117
2176 2352 -118
2471 3115 -96
2328 2648 -67
2487 4457 20
1212 4358 -75
2696 2999 157
66 806 108
2629 4122 185
580 2185 58
22 2304 -47
1487 2201 -2
1342 2884 155
1852 4461 -85
2478 3181 -16
2863 4123 11
362 4400 184
1881 2797 104
1431 1454 -14
3330 4273 195
1057 3979 17
1910 3748 95
2534 3389 39
2273 3451 -150
597 2642 219
2421 3859 31
204 3542 244
468 3160 205
2217 4312 239
1116 3427 -86
1826 4408 -80
916 4816 -101
812 3942 -4
723 3335 244
335 4775 46
172 3510 242
715 3457 131
1429 3227 60
2560 3830 214
101 3793 -43
727 4212 193
202 4960 248
439 2677 -121
2426 4246 -45
269 3766 232
2801 3649 -55
1370 4657 115
4542 4709 87
1638 4563 98
2316 3791 -89
130 4888 241
1487 2008 176
1255 3006 101
3349 4619 207
873 3620 113
3546 3660 249
247 2873 -121
38 3064 80
287 973 112
1006 3768 72
2786 4744 202
2073 3041 42
1815 4768 94
369 3149 111
1424 2653 27
160 691 -79
2069 3278 -8
787 4046 131
1202 3212 187
976 4698 -54
613 1313 34
132 1867 171
1873 2360 238
4263 4998 217
1424 4297 56
561 4098 71
694 4329 68
386 2582 41
138 2275 -65
317 873 -74
1839 2294 31
66 4137 -51
2407 3355 1
807 1291 99
4353 4845 203
927 3681 -122
1132 3661 2
912 3509 -138
4720 4990 121
255 3261 22
1931 4721 -67
736 3749 -97
635 1547 -47
1272 2250 29
1525 4139 -142
2376 3893 218
1223 3972 65
2806 4837 -113
823 1776 25
1732 3934 108
463 4021 157
2334 4792 60
1786 3925 -45
65 573 -15
134 3231 -2
2263 3688 -147
1799 4648 85
659 805 79
3054 4739 168
1753 3127 -96
4063 4388 48
1545 4275 -50
2607 4855 190
154 1817 14
3321 3586 6
2142 3506 -109
2607 3349 -81
3043 3229 209
2134 3284 220
872 4379 -31
886 4489 246
28 1300 -148
4287 4687 52
710 4848 211
1011 2059 -112
4332 4865 83
2455 4697 92
1999 3871 -18
243 2253 -135
252 581 115
2074 2087 -120
1742 4075 -148
1068 2080 -8
1611 2825 240
1889 3609 241
927 4516 216
1712 3570 44
2162 2819 232
1842 2706 -135
871 2915 101
2433 4800 83
1247 1901 -17
547 2303 -97
1422 3917 95
1220 4334 134
870 1617 -96
824 3628 242
3236 3646 82
233 354 108
4186 4579 20
615 4234 149
242 3638 -144
1215 2259 229
3206 3754 -63
2369 3329 -81
1761 4008 -23
1606 4087 103
2340 2687 -52
3129 3279 77
1191 4287 -1
1172 2832 -46
378 2055 30
901 3544 189
1911 3308 -127
287 3785 64
4288 4473 -43
1801 2164 -39
3741 4323 -104
825 3797 246
435 3488 47
1656 3999 205
2121 4855 -120
1510 1644 208
3309 3555 205
1794 4683 94
753 1662 -117
1270 2468 39
2841 2923 20
752 789 133
1913 4671 -130
212 4326 87
3771 4167 24
1710 4539 -98
1290 4676 55
2670 4710 163
1175 4937 29
1231 4461 206
3001 4871 -136
1925 3179 154
1778 4266 -128
1260 4327 -105
616 3357 -48
1018 4430 155
101 2060 -78
144 3620 62
493 2154 -89
3657 4549 -97
4447 4667 84
3660 4936 194
3462 3786 55
1275 3466 91
1805 2906 154
80 2867 127
3 4200 64
53 1538 -141
2457 2951 -115
201 2515 123
1481 3785 -110
468 2043 155
1531 4142 113
2893 4716 138
1367 4379 106
3025 4352 -83
343 3693 66
2848 3694 -27
2518 4546 -85
1009 2444 -128
2851 2893 -124
889 3535 -146
837 4146 81
2350 3816 8
32 4826 0
4089 4468 93
622 1536 117
4108 4645 -97
933 2648 232
1348 3119 -127
1149 1603 29
845 3466 191
2084 4791 107
2115 4324 181
2573 3710 139
2201 3496 66
859 1384 201
293 3832 195
1077 1597 202
958 3230 104
3830 4340 -80
2148 3804 212
2292 4078 204
1264 1894 0
860 3436 -30
1514 2521 137
4667 4944 -112
3599 4612 80
1292 4651 174
2043 4327 -38
613 872 49
4398 4421 -76
3499 4131 207
854 3758 151
1519 3417 107
763 3863 205
362 4643 84
676 4731 49
1128 4846 212
2498 3634 -71
3897 4145 74
2235 2543 214
172 2371 55
1758 2480 -59
2908 3970 111
3681 4342 21
652 3193 -80
683 2749 196
274 1462 21
670 953 -131
3169 4749 77
178 3011 -135
399 438 132
2527 2861 104
1973 3667 -122
528 1483 -148
1172 3253 -89
3517 4296 -131
1469 4280 -4
1467 4121 103
1336 1957 75
2123 2675 -45
2103 2186 241
106 1233 -106
3551 4459 -32
4183 4473 -119
112 3170 -42
1775 4419 58
1231 4201 -15
1593 3308 30
203 3018 169
2783 4900 246
1904 3603 103
1968 2669 -126
450 4424 108
2042 3918 -27
2163 2842 -32
1021 2312 82
313 2146 198
3277 3876 75
1180 4452 89
2793 3209 -30
396 617 193
74 341 148
1510 1965 89
2988 3604 136
1682 4297 109
1186 3859 96
2585 4496 -84
3532 4814 62
749 3008 183
3302 3552 102
66 1124 -121
748 4737 -88
1062 4059 12
3477 4711 67
1071 3192 190
3445 3892 229
3321 3699 -121
3603 4738 86
889 1203 205
934 3421 -5
1883 4239 -5
408 2594 108
1082 4987 -101
2343 3589 -35
176 3532 51
366 3438 -139
2679 3943 -6
3270 3407 87
3860 4211 -95
3539 4416 11
321 2501 182
2331 4096 140
3850 4308 -35
502 3130 -87
2504 4486 209
690 4386 112
1895 4696 57
473 3301 120
125 4220 87
4566 4593 189
1704 2365 -67
281 3155 -104
337 1516 50
3680 4877 157
1570 4132 143
3099 3478 -13
1928 2927 -131
1633 4575 22
18 3133 -150
2387 3254 72
871 3796 55
1631 2272 249
637 1141 46
309 3008 63
732 3446 126
323 600 5
1653 3929 -5
2820 4193 -69
594 2825 -123
488 4231 -8
546 1272 114
1243 1579 -65
322 523 46
1469 3355 203
1949 4708 -105
1926 2298 -39
756 3326 226
517 4275 218
2265 4399 -122
815 3060 240
1590 2908 30
1729 4984 47
2970 3504 -44
1148 4002 120
3695 4988 -80
3607 3866 177
2168 2500 -45
3458 4119 119
4243 4820 240
405 3247 -106
1576 3656 58
330 4292 194
1316 4499 18
880 4390 98
2217 3071 -32
833 3859 233
450 638 29
1158 1551 87
271 3115 35
720 4082 124
166 4763 164
492 4244 13
2193 4020 172
4205 4246 -80
1038 4005 3
2105 2269 -128
1394 1797 -128
2670 4861 -72
1305 3215 -80
3056 4440 190
2032 3568 9
702 4980 -149
1884 4108 -14
1980 2886 102
3295 3968 -35
2219 3935 53
1163 3073 239
2409 3291 72
3284 4677 -25
297 1962 -73
2744 3816 11
899 1926 -125
2333 2778 183
1358 3281 26
2090 2098 47
248 1990 201
165 4471 32
885 2161 121
3463 4193 160
1510 1767 54
492 2681 -57
792 4583 -91
3536 3889 35
370 3823 34
3919 4465 -66
2860 3854 -110
1094 3225 46
1815 4517 5
2115 4500 0
2304 2452 -148
3066 4373 110
458 3826 85
3205 3281 190
466 1300 -4
1902 2650 -32
4080 4607 250
2434 2869 49
794 1728 144
3134 4800 130
1470 4019 -28
669 1365 106
54 3535 210
534 3444 -96
802 4330 -132
656 2001 96
3894 4609 234
1359 4952 21
1622 4233 230
3079 4679 204
1523 2947 166
1601 2844 55
1913 2873 5
2634 4212 -112
1048 1052 -108
1377 4324 68
2614 4679 213
1175 3947 220
464 4892 -89
3208 3917 76
187 1695 -59
1812 1831 -56
1468 4207 224
58 707 124
398 840 -103
122 4322 64
4024 4647 182
114 2574 36
291 2281 -88
1313 4069 50
1201 2673 207
2993 4584 235
2241 3983 77
2777 4373 -90
337 1011 85
716 2590 23
458 1543 15
726 4492 43
2562 4514 26
1072 2699 -52
2284 4013 192
3863 4546 26
1487 4981 -139
1867 2614 -118
4873 4937 -24
284 721 -105
1358 2822 221
4207 4444 191
619 4674 -98
1509 3273 108
1371 1530 78
113 2420 46
757 2905 -146
2850 3261 112
2031 4840 -62
249 3638 176
559 978 176
351 2271 105
1139 3924 127
1052 4196 29
354 4789 175
2033 3599 -30
1064 1824 6
1849 4179 26
